Score_0,Score_1
0.09017676,0.8003845
0.11707083,0.7233738
0.08861931,0.80488884
0.09585333,0.7840682
0.12526777,0.7016479
0.08923889,0.8030628
0.11186165,0.738165
0.09218427,0.7945331
0.08882956,0.80421394
0.09237114,0.79397213
0.0861803,0.811916
0.08726086,0.80880094
0.20260075,0.51075125
0.08852682,0.8051106
0.08632901,0.8115014
0.106665924,0.75376356
0.09561218,0.78475046
0.107274614,0.7515726
0.08678134,0.81016314
0.13320488,0.6797221
0.09962579,0.77326953
0.13401178,0.677523
0.12074316,0.713919
0.088676445,0.8047917
0.092046164,0.7949103
0.08939534,0.802628
0.5472629,0.034677263
0.084157616,0.6568711
0.59071386,0.025533983
0.11109873,0.5322251
0.5833796,0.026941475
0.5833434,0.026953211
0.5908605,0.02550242
0.594362,0.024864603
0.08008949,0.67923254
0.117529675,0.50602794
0.079748124,0.68115443
0.5786152,0.02787775
0.080216154,0.67850876
0.08284778,0.66387963
0.53877985,0.036676437
0.08742909,0.6394936
0.59393257,0.024942717
0.08000485,0.6796912
0.1030735,0.5664667
0.4935415,0.04904912
0.09167114,0.6185436
0.08030837,0.6779952
0.59364414,0.02499298
0.08200518,0.66851103
0.58032644,0.02753912
0.09127097,0.62061
0.5139426,0.043198608
0.5873173,0.026181653
0.50890034,0.044621956
0.08058818,0.67649484
0.09254254,0.6141645
0.082010135,0.6685577
0.5931898,0.02506576
0.08041373,0.67738783
0.5631808,0.031117013
0.102845766,0.5666789
0.5922127,0.025259528
0.08138042,0.6719613
0.5809598,0.027414668
0.5887642,0.02589743
0.39689237,0.08831447
0.101204515,0.5739908
0.5759605,0.02841119
0.08420166,0.656592
0.107564345,0.5464851
0.59030694,0.025616145
0.081756756,0.6699811
0.081046216,0.67384994
0.5393045,0.0365921
0.5893363,0.025793841
0.39082363,0.090287685
0.1999166,0.28668174
0.482268,0.05284402
0.58228755,0.027142642
0.589216,0.0258151
0.57259095,0.029070184
0.581164,0.027362619
0.08853273,0.6341375
0.59140074,0.025406465
0.5901737,0.025644056
0.13106334,0.45826948
0.5615896,0.03145155
0.5126393,0.04355957
0.083953284,0.6579965
0.07962303,0.6818651
0.08189885,0.66916466
0.50249064,0.04635863
0.10399192,0.5624032
0.41357735,0.07928359
0.07986571,0.6804663
0.59333706,0.025047174
0.494828,0.04876226
0.07971474,0.681342
0.07964914,0.681717
0.17910051,0.3275872
0.09224316,0.6151997
0.59427977,0.02487618
0.59073293,0.025531668
0.47235203,0.055927467
0.56707084,0.030327763
0.08982572,0.62779146
0.080613054,0.6762506
0.36618176,0.10525999
0.5928177,0.025137044
0.5916553,0.025354685
0.5932381,0.025066383
0.56949615,0.02973288
0.58927643,0.025800277
0.08009998,0.679137
0.080383286,0.6775556
0.5775593,0.028061382
0.15814018,0.37655017
0.58993655,0.025676927
0.59055585,0.025571859
0.08039724,0.6775349
0.4760344,0.054545265
0.5514058,0.033636056
0.08029682,0.6780708
0.083085194,0.662641
0.59319913,0.02506383
0.08093252,0.674512
0.39330313,0.08923527
0.15272844,0.39369103
0.5856904,0.026473656
0.5563817,0.032612536
0.08103787,0.67388314
0.08244693,0.6661092
0.59071034,0.025538867
0.5234133,0.04056565
0.5896166,0.025740683
0.56225884,0.031301558
0.5805046,0.027490038
0.56457156,0.030856412
0.59029764,0.02561139
0.079987764,0.67977947
0.08099548,0.6740977
0.59204745,0.025280666
0.5904769,0.025581626
0.07982801,0.68070275
0.5361978,0.037340354
0.56609637,0.030480769
0.55432034,0.033004757
0.26087478,0.19629398
0.10320087,0.5659003
0.58121663,0.02738495
0.57283807,0.029050454
0.13767508,0.43757054
0.53541875,0.03764071
0.5664133,0.030432861
0.5053891,0.045623414
0.57930636,0.027725464
0.58469224,0.026690073
0.5896982,0.02571534
0.08267151,0.6648942
0.084311076,0.6560818
0.08357389,0.6599036
0.59340477,0.025027154
0.19622204,0.29201585
0.5891611,0.025827222
0.37793186,0.09811306
0.5207948,0.04124131
0.46314463,0.05950232
0.09511557,0.60165954
0.5937946,0.024965547
0.5925256,0.02520125
0.3645774,0.10579538
0.5901833,0.025640722
0.5469631,0.034802258
0.5780088,0.027995301
0.08041693,0.67741656
0.5815796,0.027296923
0.58962214,0.02573854
0.57930315,0.027731305
0.08423892,0.65646386
0.08232944,0.66669124
0.5848913,0.026653018
0.09363725,0.6089488
0.58944345,0.02576045
0.09487285,0.6027849
0.30754456,0.14671601
0.11132838,0.5310502
0.098785475,0.5851085
0.08073895,0.6755889
0.08449411,0.6550424
0.080744185,0.67558086
0.11952353,0.50010216
0.07980244,0.6808362
0.11258233,0.5260154
0.080519855,0.6768138
0.11555226,0.51409876
0.09345632,0.60908866
0.08249332,0.6658557
0.079761386,0.68107414
0.080162175,0.6788178
0.081097685,0.6735953
0.34125522,0.121744245
0.08333758,0.66133875
0.08026764,0.67822313
0.080441706,0.67727375
0.079906195,0.6802531
0.0800877,0.67923045
0.08416406,0.65684295
0.07995363,0.68001074
0.08026859,0.6781752
0.07972296,0.68131006
0.08846701,0.63418233
0.094002806,0.60641295
0.080481894,0.67700875
0.08504251,0.65228665
0.07982388,0.6807237
0.08033413,0.677827
0.081580214,0.67087656
0.08024757,0.67832506
0.081159644,0.6732425
0.08006604,0.67935264
0.085682906,0.6486857
0.080089346,0.6792295
0.09823568,0.58683646
0.08178376,0.6697763
0.8120396,0.10439114
0.30557412,0.9394261
0.7942785,0.1221917
0.30384517,0.9406303
0.7892467,0.12783499
0.81162894,0.10476773
0.8073208,0.108902745
0.30377135,0.94064826
0.35438138,0.89842236
0.31117725,0.93557286
0.8104024,0.105957575
0.78533596,0.13222887
0.30495343,0.93988836
0.8060281,0.1101981
0.30947837,0.9368038
0.30628648,0.93898463
0.60859865,0.4434187
0.3144139,0.9331599
0.30481127,0.9399726
0.7479761,0.17903599
0.80726695,0.1091836
0.30435044,0.94027084
0.30856776,0.93734884
0.3288354,0.9222318
0.330265,0.9206871
0.8083908,0.10799465
0.77564263,0.14371294
0.30660856,0.9387073
0.306507,0.9388511
0.80812573,0.108121715
0.3780779,0.8728492
0.7801745,0.13778308
0.81023633,0.10612412
0.75254965,0.17454064
0.8064023,0.109809056
0.32738873,0.92318386
0.8085632,0.10766575
0.34015477,0.91273993
0.35642612,0.89612377
0.80776167,0.10860488
0.78622794,0.13099675
0.700427,0.2589704
0.79963565,0.11637339
0.36064622,0.89291584
0.3221125,0.92753863
0.31716767,0.93117017
0.8124033,0.10401826
0.37646997,0.8751217
0.65472436,0.34210575
0.568454,0.5314965
0.8115262,0.10484357
0.8092198,0.10710546
0.32585523,0.92455137
0.30946815,0.9367849
0.30456603,0.94013876
0.7991924,0.117001496
0.30539232,0.9395274
0.8120504,0.104386546
0.7894736,0.1279556
0.8097956,0.10648384
0.3828091,0.8682143
0.3171298,0.9312686
0.79578716,0.120742835
0.30972826,0.9365046
0.31816867,0.9303794
0.48617893,0.7033803
0.75212777,0.1742329
0.76937425,0.15130405
0.81061286,0.10568221
0.8120138,0.10439221
0.6924912,0.2706737
0.72441757,0.2153604
0.7884421,0.12904051
0.30426678,0.94034404
0.80803716,0.108186476
0.80367744,0.11252581
0.5598403,0.5512564
0.64343655,0.36586714
0.8100339,0.10630269
0.6781954,0.2989195
0.30593053,0.9391755
0.8111248,0.10525175
0.75440645,0.17218494
0.30555674,0.9394624
0.31009692,0.9361856
0.8121979,0.104229994
0.81149375,0.104885906
0.8114954,0.10488465
0.34354588,0.9090576
0.4138651,0.82487226
0.7494699,0.17789471
0.809513,0.10688251
0.30633402,0.9389191
0.3145687,0.9330812
0.3309941,0.9204764
0.8082812,0.107931145
0.30554914,0.93942624
0.8126423,0.1037829
0.7927758,0.12387177
0.8095322,0.106763855
0.346238,0.90714276
0.80993855,0.10632935
0.8126105,0.1038189
0.30626586,0.93897307
0.8035993,0.112717144
0.68531144,0.28110027
0.81096977,0.10539079
0.30815324,0.93767345
0.3079974,0.9377568
0.3080478,0.93774533
0.42524925,0.81063074
0.81190944,0.10447116
0.81143045,0.10491017
0.809265,0.10700611
0.8120686,0.10437016
0.8105625,0.10579662
0.7566161,0.167129
0.45623103,0.75851476
0.5405494,0.59429806
0.8110334,0.105298616
0.75352025,0.17312846
0.775314,0.1446901
0.8082167,0.10817085
0.80772865,0.10863947
0.8124046,0.10401872
0.41362983,0.8297165
0.80837744,0.1078701
0.30528113,0.93965715
0.8034716,0.11261555
0.8028889,0.113287896
0.81209314,0.10433114
0.81121093,0.105225846
0.34054276,0.9120812
0.81186146,0.10453038
0.74285066,0.18821411
0.7926134,0.12397813
0.81036866,0.10593724
0.3080435,0.93777835
0.80859643,0.10766245
0.31902593,0.92956394
0.8074882,0.108826905
0.81209064,0.104320385
0.81003124,0.10632284
0.31371027,0.9336532
0.305953,0.93920255
0.33684435,0.915364
0.3698459,0.8823862
0.69117343,0.27340108
0.30536476,0.93961316
0.74796236,0.1806615
0.8120208,0.104379475
0.81021595,0.10614377
0.35355213,0.900584
0.53093326,0.6147096
0.81134635,0.105033346
0.31501117,0.93285125
0.31078082,0.9358298
0.673796,0.31048173
0.8087663,0.10749261
0.8052694,0.110967934
0.30530506,0.93959063
0.7778214,0.1416148
0.4005954,0.84547734
0.7433715,0.18667208
0.8120916,0.104327165
0.7945106,0.12202441
0.30709434,0.9384151
0.30672538,0.9386027
0.33031222,0.9206209
0.334665,0.9172273
0.3125957,0.9345362
0.30431756,0.94028604
0.30963048,0.9366615
0.3073834,0.93816864
0.3136798,0.9337406
0.32032773,0.92885447
0.31233123,0.93480057
0.78907603,0.12853512
0.3123557,0.9346348
0.30982366,0.9365408
0.30425635,0.94037145
0.3075134,0.93813723
0.31326732,0.9341366
0.30868506,0.9372833
0.30451703,0.94014823
0.3225442,0.9272857
0.33501297,0.9171954
0.3069672,0.9385043
0.32716882,0.92328876
0.37055096,0.8829522
0.30461347,0.9401261
0.30926636,0.93694335
0.322672,0.9271091
0.37284058,0.8804463
0.3169376,0.93135625
0.30843306,0.9374257
0.30352092,0.94083
0.3057652,0.93933505
0.3495161,0.90401226
0.79497933,0.12805137
0.2987525,0.77186716
0.21686259,0.8652223
0.7975226,0.1254778
0.78714937,0.1360525
0.7924632,0.13054578
0.30316398,0.7662621
0.28336543,0.7902589
0.2181587,0.8638182
0.25611085,0.82202685
0.7906531,0.13247702
0.21922632,0.86269236
0.79452705,0.1284791
0.4280894,0.60275567
0.7476094,0.17864932
0.7904532,0.132609
0.27007058,0.8056226
0.5144398,0.48205352
0.2343349,0.846485
0.22683571,0.85443187
0.41073427,0.62378645
0.23942003,0.84094554
0.77241385,0.15148354
0.7969109,0.12610453
0.77634966,0.14735562
0.79421425,0.12876868
0.79687536,0.12612362
0.7789953,0.14442037
0.25715533,0.821066
0.79352605,0.12950577
0.2617513,0.8153635
0.51729786,0.47741807
0.78932375,0.13382109
0.5416548,0.44311288
0.23302804,0.84788334
0.30384403,0.7654897
0.2203825,0.8614474
0.7960864,0.12693454
0.7559202,0.16970478
0.7942955,0.12869811
0.77767205,0.14589135
0.21804436,0.86394006
0.2732315,0.80179596
0.78084594,0.14260152
0.2961051,0.77500355
0.7859533,0.13738042
0.44284898,0.580498
0.71238273,0.21885926
0.6638602,0.27991387
0.54799527,0.43503293
0.794991,0.1280148
0.7168524,0.2143557
0.22779636,0.85362697
0.7940656,0.12897173
0.7930541,0.12997589
0.26167578,0.81545556
0.58483523,0.38444132
0.7763441,0.14733203
0.78998876,0.13311458
0.69886494,0.23557068
0.79604155,0.12694345
0.21886738,0.8630301
0.24778295,0.8314462
0.40404034,0.6343491
0.7219039,0.20849209
0.7924851,0.13056032
0.21583097,0.86630595
0.27405524,0.8007413
0.27716509,0.79748094
0.7660377,0.15846983
0.74345165,0.18347767
0.7728584,0.15104805
0.23591776,0.84453976
0.7985405,0.12447351
0.7890464,0.13405244
0.78777224,0.13548343
0.25099194,0.8278789
0.60707533,0.35491872
0.6281898,0.3249654
0.7915411,0.13154851
0.21805009,0.86399055
0.7978378,0.12520957
0.4842946,0.52270836
0.23200484,0.84886014
0.7953558,0.12766722
0.72061354,0.21000612
0.7950065,0.12800737
0.2179849,0.8640228
0.29809818,0.7719599
0.7929909,0.13003133
0.7890736,0.13406582
0.79195404,0.13113472
0.5383687,0.44731852
0.22388093,0.8577682
0.21728107,0.8647116
0.7876186,0.1355644
0.76527834,0.15950087
0.50733536,0.49147806
0.24305373,0.83664143
0.7962773,0.12671778
0.6203106,0.33599123
0.56907415,0.4045049
0.7935282,0.12949248
0.7456038,0.18118693
0.26119956,0.8161082
0.7407283,0.18624032
0.75942624,0.16592498
0.23510979,0.8455104
0.23063833,0.8504652
0.69531906,0.24008307
0.23903151,0.84088445
0.23183185,0.84920377
0.5704111,0.40357628
0.7903674,0.13277782
0.23481475,0.8458519
0.35742655,0.6973926
0.7833731,0.14007987
0.34419072,0.71484363
0.7872994,0.1359332
0.22542953,0.8560263
0.7768819,0.14682154
0.23690347,0.8436706
0.78269553,0.14062963
0.7913959,0.13162874
0.48701054,0.51987475
0.34275284,0.7164633
0.6922878,0.24328926
0.5610446,0.41843912
0.50022095,0.50137734
0.48711845,0.5197326
0.24547213,0.8341136
0.7912541,0.13182396
0.6551955,0.29009095
0.7396865,0.18766561
0.7835134,0.14000194
0.6793586,0.2601865
0.2208131,0.8610158
0.21775429,0.8642781
0.7966985,0.12632558
0.39406756,0.6487519
0.7875614,0.13569905
0.25182632,0.82663906
0.79593366,0.1270837
0.7692689,0.15473385
0.3979422,0.6424955
0.36991686,0.6804197
0.38690668,0.6577495
0.28523016,0.78763604
0.75749445,0.16734031
0.21955092,0.8623706
0.7923204,0.13072367
0.7974016,0.12564823
0.7674651,0.15705696
0.36262217,0.690835
0.76209974,0.16299959
0.30431536,0.7652395
0.79272175,0.13031624
0.69498074,0.24138494
0.79085076,0.13220707
0.27693024,0.797298
0.258401,0.8194586
0.5902704,0.376169
0.21632394,0.8657599
0.22141172,0.8604088
0.2261604,0.8553555
0.27836913,0.79570127
0.29122585,0.78038347
0.24195288,0.83805335
0.2810477,0.7931723
0.22428143,0.85733634
0.24290073,0.8370522
0.22806537,0.8532004
0.22779982,0.85355455
0.74060917,0.1869288
0.22093315,0.8609046
0.21705967,0.86500454
0.22399661,0.8576435
0.22321868,0.8584654
0.25438204,0.8239358
0.21645267,0.86567485
0.22544667,0.8560036
0.228199,0.8530668
0.24194378,0.8379068
0.32587686,0.7379054
0.25118572,0.8274903
0.24527073,0.83435756
0.48930192,0.51611376
0.7731354,0.15091002
0.22394109,0.8577034
0.2190808,0.86288416
0.32807308,0.73380256
0.30309534,0.76601094
0.2653017,0.8113936
0.23888256,0.8414566
0.22277303,0.85897505
0.21981952,0.86202604
0.57131255,0.4024146
0.27612135,0.7982991
0.76186144,0.16289084
0.8727536,0.3074723
0.15031236,0.8435329
0.14041454,0.8507532
0.12142757,0.86471444
0.1323549,0.8566323
0.50176835,0.6182153
0.7004145,0.479286
0.29038548,0.7513468
0.89025664,0.28290394
0.13688727,0.85342014
0.13084404,0.8577767
0.905816,0.25832573
0.12642142,0.8609868
0.8821912,0.29442927
0.17129228,0.82894135
0.90325385,0.26256287
0.34882152,0.7158712
0.9059585,0.25808406
0.8510895,0.33493173
0.12145092,0.8647517
0.12474479,0.8622651
0.9020778,0.2644846
0.8854983,0.2896282
0.89764136,0.27152568
0.1900421,0.8160912
0.89683706,0.272967
0.11631456,0.8686327
0.13531399,0.85441935
0.9068368,0.2565991
0.90600026,0.2580049
0.9064123,0.25731054
0.9055357,0.2587857
0.13335356,0.8558833
0.8965948,0.2732033
0.9069182,0.2564643
0.9068148,0.25663197
0.12666635,0.8608078
0.89441895,0.27653423
0.9057093,0.2585159
0.89687693,0.2728599
0.12325229,0.86338824
0.9069429,0.2564159
0.84567916,0.3410353
0.19284774,0.8142096
0.9062319,0.25763795
0.9062144,0.25765783
0.8949668,0.2758564
0.73897123,0.44780543
0.90600395,0.2580098
0.121953845,0.8643408
0.135513,0.8543424
0.8875264,0.28697217
0.8899203,0.2832626
0.14237344,0.84924126
0.89577955,0.27442992
0.9067071,0.25682664
0.8520623,0.33409557
0.36908978,0.7020794
0.21464494,0.7998221
0.8663808,0.315867
0.9052631,0.25924906
0.13909881,0.8516107
0.9072851,0.2558234
0.90686095,0.2565505
0.12444498,0.8624967
0.13433005,0.8551138
0.8775749,0.30062863
0.90025127,0.26742294
0.8649662,0.31713548
0.15724324,0.8387207
0.12209613,0.864257
0.118769564,0.8667923
0.90558743,0.2587157
0.90693,0.2564327
0.14063454,0.8506187
0.27028155,0.763415
0.121064946,0.86503506
0.90169513,0.265185
0.90226716,0.26420307
0.32920578,0.7261281
0.9035385,0.2621553
0.90537,0.25907764
0.9021182,0.26440328
0.61561537,0.54121935
0.119200945,0.86646295
0.11644981,0.86853904
0.89084786,0.28193402
0.56762457,0.57456493
0.8994137,0.26886082
0.8399216,0.34765977
0.9018217,0.26493213
0.15899207,0.83741695
0.90647227,0.2572351
0.24315728,0.7808874
0.116511256,0.86848366
0.9054421,0.25894254
0.28385815,0.7550677
0.8886691,0.28493872
0.9026168,0.2636368
0.13044013,0.8579836
0.90096164,0.26631543
0.13897252,0.8517842
0.8972565,0.27222356
0.89487547,0.2757233
0.118986055,0.8666693
0.86959887,0.3113174
0.14618279,0.84662163
0.9066873,0.25684485
0.1218849,0.8643806
0.8363149,0.3527463
0.39617136,0.6848553
0.89443886,0.2764178
0.117845714,0.86747503
0.55494773,0.58548665
0.22121099,0.79551345
0.9036662,0.26193956
0.8235144,0.365356
0.9035402,0.2621486
0.9013683,0.26571077
0.8925444,0.27957693
0.1985064,0.810319
0.20984851,0.8025897
0.13189684,0.85692304
0.90690076,0.25647622
0.90079236,0.2666006
0.13589896,0.85400677
0.9070505,0.25622636
0.8939655,0.27712297
0.90612376,0.25780287
0.1292323,0.85887265
0.852737,0.3328061
0.8967972,0.27296555
0.7504854,0.4378035
0.9070797,0.25617278
0.11809257,0.8673161
0.90588963,0.25820974
0.88919955,0.284179
0.90055174,0.26699272
0.15173247,0.84263307
0.17072104,0.82902956
0.90029407,0.26732233
0.1320234,0.8569476
0.1603189,0.83636594
0.90601456,0.2579838
0.84583765,0.34106842
0.12196356,0.8643962
0.12279381,0.86369526
0.89225674,0.27979657
0.90599245,0.2580434
0.36977717,0.7019863
0.17449154,0.8265884
0.8993598,0.26890567
0.13703641,0.85316324
0.90725213,0.25587928
0.9063038,0.25749484
0.9057515,0.25841466
0.7762731,0.4123555
0.12908545,0.8590941
0.90046245,0.26717272
0.20332818,0.807105
0.84036934,0.3473392
0.8999211,0.26796684
0.9056121,0.25866944
0.12686147,0.86063915
0.19592984,0.81201565
0.12589392,0.86141276
0.11882632,0.86672753
0.16762395,0.8312268
0.12088487,0.86517864
0.17757347,0.8247651
0.1404245,0.85071313
0.17057818,0.82909936
0.12830243,0.8595792
0.13001747,0.8583183
0.17618105,0.82552993
0.1280951,0.85977423
0.1265839,0.86092854
0.19566642,0.81216854
0.27748814,0.75903213
0.13988186,0.85112095
0.120751284,0.86530334
0.12739207,0.86024505
0.14558235,0.84698635
0.1194849,0.866235
0.15770613,0.8383145
0.81139433,0.37905607
0.12632275,0.86109495
0.26061255,0.7701475
0.11534749,0.86937106
0.13154516,0.85726607
0.13089402,0.8576945
0.11809558,0.86730856
0.11907701,0.86654216
0.13570078,0.8540777
0.1186378,0.8668665
0.19813481,0.81049156
0.12735403,0.86032724
0.1425035,0.8492288
0.155835,0.8398385
